,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Peat,Hydro Run-of-river and poundage,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2024-04-23 18:30:00+03:00,527.0,349.0,274.0,0.0,421.0,2268.0,2776.0,73.0,2.0,81.0,36.0,1167.0
2024-04-23 18:45:00+03:00,530.0,356.0,274.0,0.0,423.0,2250.0,2777.0,69.0,2.0,56.0,36.0,1192.0
2024-04-23 19:00:00+03:00,529.0,365.0,274.0,0.0,460.0,2259.0,2776.0,70.0,2.0,38.0,36.0,1184.0
2024-04-23 19:15:00+03:00,543.0,356.0,274.0,0.0,501.0,2261.0,2776.0,72.0,2.0,28.0,36.0,1192.0
2024-04-23 19:30:00+03:00,534.0,358.0,274.0,0.0,528.0,2279.0,2776.0,73.0,2.0,17.0,36.0,1209.0
2024-04-23 19:45:00+03:00,540.0,363.0,274.0,0.0,534.0,2299.0,2776.0,73.0,2.0,6.0,36.0,1204.0
2024-04-23 20:00:00+03:00,525.0,360.0,274.0,12.0,531.0,2224.0,2775.0,73.0,2.0,1.0,36.0,1211.0
2024-04-23 20:15:00+03:00,537.0,359.0,274.0,0.0,522.0,2207.0,2777.0,71.0,2.0,1.0,35.0,1278.0
2024-04-23 20:30:00+03:00,531.0,360.0,274.0,0.0,522.0,2178.0,2775.0,72.0,2.0,0.0,34.0,1272.0
2024-04-23 20:45:00+03:00,530.0,360.0,274.0,0.0,521.0,2171.0,2775.0,72.0,2.0,0.0,36.0,1323.0
2024-04-23 21:00:00+03:00,527.0,355.0,274.0,0.0,522.0,2151.0,2775.0,71.0,2.0,0.0,36.0,1344.0
2024-04-23 21:15:00+03:00,523.0,343.0,274.0,0.0,523.0,2234.0,2775.0,71.0,2.0,0.0,36.0,1328.0
2024-04-23 21:30:00+03:00,528.0,332.0,274.0,0.0,525.0,2267.0,2775.0,71.0,2.0,0.0,35.0,1331.0
2024-04-23 21:45:00+03:00,519.0,330.0,274.0,0.0,525.0,2302.0,2775.0,71.0,2.0,0.0,36.0,1295.0
2024-04-23 22:00:00+03:00,518.0,329.0,267.0,0.0,510.0,2302.0,2775.0,71.0,2.0,0.0,31.0,1269.0
2024-04-23 22:15:00+03:00,519.0,339.0,252.0,0.0,502.0,2275.0,2775.0,71.0,2.0,0.0,27.0,1270.0
2024-04-23 22:30:00+03:00,513.0,336.0,247.0,0.0,468.0,2233.0,2775.0,71.0,2.0,0.0,27.0,1291.0
2024-04-23 22:45:00+03:00,521.0,340.0,247.0,0.0,438.0,2200.0,2776.0,71.0,2.0,0.0,23.0,1300.0
2024-04-23 23:00:00+03:00,528.0,361.0,247.0,0.0,421.0,2184.0,2775.0,71.0,2.0,0.0,18.0,1292.0
2024-04-23 23:15:00+03:00,519.0,375.0,242.0,0.0,412.0,2092.0,2776.0,71.0,2.0,0.0,18.0,1333.0
2024-04-23 23:30:00+03:00,514.0,374.0,246.0,0.0,408.0,2069.0,2776.0,71.0,2.0,0.0,18.0,1335.0
2024-04-23 23:45:00+03:00,522.0,359.0,246.0,0.0,409.0,2098.0,2775.0,71.0,2.0,0.0,15.0,1292.0
2024-04-24 00:00:00+03:00,522.0,312.0,247.0,0.0,408.0,2215.0,2776.0,71.0,2.0,0.0,9.0,1323.0
2024-04-24 00:15:00+03:00,518.0,283.0,248.0,0.0,406.0,2198.0,2777.0,71.0,2.0,0.0,9.0,1347.0
2024-04-24 00:30:00+03:00,525.0,272.0,248.0,0.0,404.0,2164.0,2776.0,71.0,2.0,0.0,7.0,1355.0
2024-04-24 00:45:00+03:00,522.0,270.0,248.0,0.0,404.0,2088.0,2777.0,71.0,2.0,0.0,7.0,1342.0
2024-04-24 01:00:00+03:00,520.0,276.0,248.0,0.0,400.0,2013.0,2776.0,71.0,2.0,0.0,7.0,1392.0
2024-04-24 01:15:00+03:00,527.0,268.0,246.0,0.0,392.0,1880.0,2777.0,71.0,2.0,0.0,7.0,1387.0
2024-04-24 01:30:00+03:00,540.0,272.0,245.0,0.0,389.0,1831.0,2777.0,71.0,2.0,0.0,7.0,1376.0
2024-04-24 01:45:00+03:00,529.0,276.0,239.0,0.0,388.0,1825.0,2776.0,71.0,2.0,0.0,7.0,1373.0
2024-04-24 02:00:00+03:00,519.0,277.0,239.0,0.0,390.0,1822.0,2777.0,71.0,2.0,0.0,7.0,1360.0
2024-04-24 02:15:00+03:00,519.0,276.0,248.0,0.0,389.0,1768.0,2776.0,71.0,2.0,0.0,7.0,1356.0
2024-04-24 02:30:00+03:00,518.0,277.0,249.0,0.0,385.0,1758.0,2777.0,71.0,2.0,0.0,7.0,1423.0
2024-04-24 02:45:00+03:00,516.0,282.0,249.0,0.0,385.0,1741.0,2776.0,71.0,2.0,0.0,7.0,1458.0
2024-04-24 03:00:00+03:00,518.0,284.0,249.0,0.0,389.0,1756.0,2776.0,71.0,2.0,0.0,7.0,1459.0
2024-04-24 03:15:00+03:00,515.0,285.0,249.0,0.0,394.0,1739.0,2776.0,71.0,2.0,0.0,7.0,1431.0
2024-04-24 03:30:00+03:00,511.0,287.0,249.0,0.0,395.0,1735.0,2776.0,71.0,2.0,0.0,7.0,1430.0
2024-04-24 03:45:00+03:00,522.0,288.0,249.0,0.0,396.0,1726.0,2776.0,71.0,2.0,0.0,7.0,1390.0
2024-04-24 04:00:00+03:00,509.0,283.0,249.0,0.0,395.0,1776.0,2776.0,71.0,2.0,0.0,7.0,1355.0
2024-04-24 04:15:00+03:00,508.0,282.0,249.0,0.0,400.0,1809.0,2777.0,71.0,2.0,0.0,7.0,1298.0
2024-04-24 04:30:00+03:00,502.0,289.0,249.0,0.0,401.0,1817.0,2777.0,71.0,2.0,0.0,7.0,1317.0
2024-04-24 04:45:00+03:00,499.0,295.0,249.0,0.0,401.0,1807.0,2777.0,71.0,2.0,0.0,7.0,1323.0
2024-04-24 05:00:00+03:00,491.0,294.0,250.0,0.0,398.0,1776.0,2777.0,72.0,2.0,5.0,7.0,1283.0
2024-04-24 05:15:00+03:00,496.0,298.0,250.0,0.0,398.0,1780.0,2777.0,72.0,2.0,14.0,7.0,1235.0
2024-04-24 05:30:00+03:00,499.0,315.0,250.0,0.0,399.0,1747.0,2776.0,72.0,2.0,23.0,7.0,1214.0
2024-04-24 05:45:00+03:00,501.0,321.0,250.0,0.0,406.0,1759.0,2776.0,72.0,2.0,32.0,12.0,1210.0
2024-04-24 06:00:00+03:00,501.0,313.0,250.0,0.0,419.0,1883.0,2776.0,72.0,2.0,45.0,14.0,1245.0
2024-04-24 06:15:00+03:00,495.0,310.0,250.0,0.0,425.0,1887.0,2776.0,72.0,2.0,60.0,14.0,1263.0
2024-04-24 06:30:00+03:00,496.0,311.0,250.0,0.0,426.0,1926.0,2776.0,73.0,2.0,75.0,15.0,1300.0
2024-04-24 06:45:00+03:00,494.0,336.0,250.0,0.0,428.0,2008.0,2777.0,75.0,2.0,91.0,19.0,1281.0
2024-04-24 07:00:00+03:00,493.0,367.0,264.0,0.0,433.0,2157.0,2776.0,75.0,2.0,109.0,21.0,1245.0
2024-04-24 07:15:00+03:00,492.0,369.0,274.0,0.0,454.0,2224.0,2776.0,75.0,2.0,130.0,25.0,1226.0
2024-04-24 07:30:00+03:00,499.0,376.0,278.0,0.0,495.0,2243.0,2777.0,75.0,2.0,151.0,26.0,1188.0
2024-04-24 07:45:00+03:00,504.0,379.0,278.0,0.0,540.0,2329.0,2775.0,74.0,2.0,172.0,28.0,1191.0
2024-04-24 08:00:00+03:00,497.0,380.0,278.0,0.0,558.0,2329.0,2774.0,69.0,2.0,201.0,31.0,1218.0
2024-04-24 08:15:00+03:00,490.0,392.0,262.0,0.0,556.0,2274.0,2774.0,69.0,2.0,237.0,35.0,1218.0
2024-04-24 08:30:00+03:00,480.0,401.0,225.0,0.0,553.0,2281.0,2774.0,69.0,2.0,274.0,35.0,1162.0
2024-04-24 08:45:00+03:00,483.0,424.0,232.0,0.0,547.0,2324.0,2774.0,69.0,2.0,311.0,35.0,1141.0
2024-04-24 09:00:00+03:00,485.0,425.0,229.0,0.0,540.0,2311.0,2774.0,69.0,2.0,345.0,35.0,1121.0
2024-04-24 09:15:00+03:00,487.0,411.0,231.0,0.0,539.0,2271.0,2775.0,69.0,2.0,377.0,35.0,1051.0
2024-04-24 09:30:00+03:00,488.0,409.0,231.0,0.0,540.0,2304.0,2778.0,71.0,2.0,409.0,35.0,1003.0
2024-04-24 09:45:00+03:00,485.0,405.0,235.0,0.0,541.0,2337.0,2778.0,67.0,2.0,440.0,35.0,1010.0
2024-04-24 10:00:00+03:00,474.0,394.0,232.0,0.0,532.0,2278.0,2780.0,68.0,2.0,465.0,35.0,1009.0
2024-04-24 10:15:00+03:00,467.0,384.0,233.0,2.0,505.0,2268.0,2779.0,64.0,2.0,483.0,35.0,971.0
2024-04-24 10:30:00+03:00,471.0,382.0,235.0,8.0,492.0,2234.0,2780.0,65.0,2.0,500.0,35.0,919.0
2024-04-24 10:45:00+03:00,476.0,380.0,240.0,2.0,492.0,2253.0,2782.0,79.0,2.0,518.0,35.0,903.0
2024-04-24 11:00:00+03:00,468.0,377.0,240.0,2.0,473.0,2207.0,2781.0,82.0,2.0,534.0,35.0,840.0
2024-04-24 11:15:00+03:00,463.0,386.0,241.0,2.0,437.0,2192.0,2780.0,80.0,2.0,547.0,35.0,790.0
2024-04-24 11:30:00+03:00,461.0,394.0,245.0,2.0,433.0,2198.0,2779.0,79.0,2.0,560.0,35.0,782.0
2024-04-24 11:45:00+03:00,468.0,392.0,247.0,2.0,454.0,2216.0,2777.0,79.0,2.0,573.0,35.0,773.0
2024-04-24 12:00:00+03:00,471.0,393.0,252.0,2.0,449.0,2254.0,2778.0,79.0,2.0,576.0,35.0,748.0
2024-04-24 12:15:00+03:00,471.0,393.0,256.0,2.0,442.0,2258.0,2779.0,73.0,2.0,568.0,35.0,754.0
2024-04-24 12:30:00+03:00,471.0,391.0,257.0,2.0,443.0,2253.0,2779.0,66.0,2.0,560.0,35.0,746.0
2024-04-24 12:45:00+03:00,470.0,393.0,257.0,2.0,434.0,2276.0,2779.0,73.0,2.0,553.0,35.0,726.0
2024-04-24 13:00:00+03:00,468.0,363.0,257.0,2.0,420.0,2298.0,2779.0,72.0,2.0,548.0,35.0,703.0
2024-04-24 13:15:00+03:00,466.0,359.0,257.0,2.0,402.0,2266.0,2780.0,74.0,2.0,545.0,35.0,694.0
2024-04-24 13:30:00+03:00,455.0,359.0,260.0,0.0,375.0,2246.0,2780.0,74.0,2.0,543.0,35.0,705.0
2024-04-24 13:45:00+03:00,466.0,354.0,257.0,0.0,367.0,2238.0,2779.0,69.0,2.0,540.0,35.0,744.0
2024-04-24 14:00:00+03:00,466.0,356.0,258.0,0.0,361.0,2271.0,2780.0,63.0,2.0,537.0,35.0,764.0
2024-04-24 14:15:00+03:00,466.0,356.0,258.0,0.0,355.0,2268.0,2779.0,62.0,2.0,533.0,35.0,773.0
2024-04-24 14:30:00+03:00,455.0,355.0,260.0,0.0,357.0,2190.0,2779.0,63.0,2.0,529.0,35.0,778.0
2024-04-24 14:45:00+03:00,458.0,350.0,260.0,0.0,357.0,2153.0,2779.0,63.0,2.0,526.0,35.0,773.0
2024-04-24 15:00:00+03:00,463.0,351.0,260.0,0.0,361.0,2101.0,2778.0,61.0,2.0,517.0,35.0,805.0
2024-04-24 15:15:00+03:00,469.0,353.0,260.0,0.0,365.0,2105.0,2776.0,58.0,2.0,505.0,35.0,843.0
2024-04-24 15:30:00+03:00,462.0,350.0,260.0,0.0,371.0,2139.0,2776.0,58.0,2.0,492.0,35.0,832.0
2024-04-24 15:45:00+03:00,460.0,353.0,260.0,0.0,379.0,2177.0,2779.0,58.0,2.0,479.0,35.0,832.0
2024-04-24 16:00:00+03:00,456.0,351.0,260.0,0.0,380.0,2194.0,2780.0,59.0,2.0,460.0,35.0,846.0
2024-04-24 16:15:00+03:00,456.0,350.0,257.0,0.0,381.0,2140.0,2781.0,61.0,2.0,433.0,35.0,861.0
2024-04-24 16:30:00+03:00,470.0,355.0,246.0,0.0,385.0,2102.0,2780.0,61.0,2.0,406.0,35.0,895.0
2024-04-24 16:45:00+03:00,475.0,351.0,238.0,0.0,382.0,2122.0,2779.0,61.0,2.0,380.0,35.0,878.0
2024-04-24 17:00:00+03:00,477.0,377.0,225.0,0.0,390.0,2132.0,2780.0,61.0,2.0,352.0,35.0,902.0
2024-04-24 17:15:00+03:00,481.0,383.0,224.0,0.0,398.0,2172.0,2778.0,61.0,2.0,322.0,35.0,938.0
2024-04-24 17:30:00+03:00,489.0,382.0,231.0,0.0,398.0,2197.0,2778.0,61.0,2.0,293.0,35.0,903.0
2024-04-24 17:45:00+03:00,477.0,385.0,238.0,0.0,399.0,2152.0,2778.0,61.0,2.0,264.0,35.0,922.0
2024-04-24 18:00:00+03:00,473.0,385.0,237.0,0.0,411.0,2143.0,2779.0,61.0,2.0,232.0,35.0,948.0
2024-04-24 18:15:00+03:00,479.0,384.0,237.0,0.0,414.0,2190.0,2782.0,61.0,2.0,197.0,35.0,944.0
2024-04-24 18:30:00+03:00,481.0,384.0,237.0,0.0,414.0,2212.0,2781.0,61.0,2.0,162.0,35.0,935.0
2024-04-24 18:45:00+03:00,496.0,383.0,238.0,0.0,417.0,2250.0,2781.0,61.0,2.0,127.0,35.0,966.0
2024-04-24 19:00:00+03:00,503.0,397.0,239.0,0.0,422.0,2211.0,2781.0,61.0,2.0,98.0,35.0,1043.0
2024-04-24 19:15:00+03:00,509.0,394.0,239.0,0.0,422.0,2249.0,2779.0,61.0,2.0,75.0,35.0,1058.0
2024-04-24 19:30:00+03:00,517.0,392.0,227.0,0.0,423.0,2236.0,2779.0,63.0,2.0,51.0,35.0,1051.0
2024-04-24 19:45:00+03:00,529.0,397.0,220.0,0.0,429.0,2244.0,2781.0,64.0,2.0,28.0,35.0,1079.0
2024-04-24 20:00:00+03:00,523.0,391.0,225.0,0.0,445.0,2275.0,2782.0,64.0,2.0,14.0,35.0,1126.0
2024-04-24 20:15:00+03:00,518.0,394.0,231.0,0.0,451.0,2310.0,2780.0,64.0,2.0,10.0,35.0,1219.0
2024-04-24 20:30:00+03:00,512.0,397.0,234.0,0.0,453.0,2279.0,2780.0,64.0,2.0,6.0,35.0,1338.0
2024-04-24 20:45:00+03:00,513.0,398.0,231.0,0.0,453.0,2286.0,2781.0,64.0,2.0,2.0,35.0,1486.0
2024-04-24 21:00:00+03:00,512.0,400.0,237.0,0.0,454.0,2330.0,2779.0,67.0,2.0,0.0,35.0,1635.0
2024-04-24 21:15:00+03:00,518.0,401.0,244.0,0.0,455.0,2301.0,2777.0,67.0,2.0,0.0,35.0,1793.0
2024-04-24 21:30:00+03:00,518.0,402.0,245.0,0.0,453.0,2327.0,2777.0,67.0,2.0,0.0,35.0,1843.0
2024-04-24 21:45:00+03:00,519.0,405.0,256.0,0.0,449.0,2309.0,2778.0,67.0,2.0,0.0,35.0,1887.0
2024-04-24 22:00:00+03:00,516.0,405.0,258.0,0.0,443.0,2258.0,2778.0,67.0,2.0,0.0,35.0,1945.0
2024-04-24 22:15:00+03:00,516.0,403.0,276.0,0.0,439.0,2243.0,2777.0,67.0,2.0,0.0,35.0,1986.0
2024-04-24 22:30:00+03:00,517.0,402.0,291.0,0.0,440.0,2240.0,2778.0,67.0,2.0,0.0,35.0,2003.0
2024-04-24 22:45:00+03:00,522.0,396.0,293.0,0.0,440.0,2236.0,2778.0,67.0,2.0,0.0,35.0,2031.0
2024-04-24 23:00:00+03:00,518.0,391.0,293.0,0.0,435.0,2195.0,2777.0,70.0,2.0,0.0,35.0,1989.0
2024-04-24 23:15:00+03:00,513.0,386.0,293.0,0.0,434.0,2201.0,2778.0,70.0,2.0,0.0,35.0,1959.0
2024-04-24 23:30:00+03:00,506.0,388.0,292.0,0.0,433.0,2177.0,2778.0,70.0,2.0,0.0,35.0,1916.0
2024-04-24 23:45:00+03:00,511.0,389.0,292.0,0.0,433.0,2125.0,2777.0,70.0,2.0,0.0,35.0,1865.0
2024-04-25 00:00:00+03:00,514.0,385.0,292.0,0.0,431.0,2118.0,2777.0,70.0,2.0,0.0,35.0,1857.0
2024-04-25 00:15:00+03:00,517.0,380.0,292.0,0.0,423.0,2153.0,2779.0,70.0,2.0,0.0,35.0,1791.0
2024-04-25 00:30:00+03:00,515.0,369.0,293.0,0.0,419.0,2157.0,2777.0,70.0,2.0,0.0,35.0,1746.0
2024-04-25 00:45:00+03:00,521.0,314.0,291.0,0.0,416.0,2052.0,2779.0,70.0,2.0,0.0,35.0,1729.0
2024-04-25 01:00:00+03:00,534.0,295.0,291.0,0.0,405.0,2017.0,2780.0,70.0,2.0,0.0,35.0,1771.0
2024-04-25 01:15:00+03:00,540.0,293.0,291.0,0.0,394.0,1969.0,2780.0,70.0,2.0,0.0,35.0,1836.0
2024-04-25 01:30:00+03:00,544.0,297.0,290.0,0.0,390.0,1939.0,2781.0,70.0,2.0,0.0,35.0,1804.0
2024-04-25 01:45:00+03:00,545.0,303.0,291.0,0.0,389.0,1921.0,2780.0,70.0,2.0,0.0,35.0,1750.0
2024-04-25 02:00:00+03:00,544.0,298.0,292.0,0.0,386.0,1909.0,2782.0,70.0,2.0,0.0,35.0,1679.0
2024-04-25 02:15:00+03:00,547.0,306.0,290.0,0.0,379.0,1913.0,2780.0,70.0,2.0,0.0,35.0,1650.0
2024-04-25 02:30:00+03:00,535.0,304.0,291.0,0.0,379.0,1914.0,2781.0,70.0,2.0,0.0,35.0,1630.0
2024-04-25 02:45:00+03:00,537.0,305.0,291.0,0.0,378.0,1901.0,2779.0,70.0,2.0,0.0,35.0,1600.0
2024-04-25 03:00:00+03:00,532.0,304.0,291.0,0.0,377.0,1929.0,2780.0,70.0,2.0,0.0,35.0,1593.0
2024-04-25 03:15:00+03:00,537.0,304.0,290.0,0.0,377.0,1931.0,2782.0,70.0,2.0,0.0,35.0,1609.0
2024-04-25 03:30:00+03:00,532.0,296.0,284.0,0.0,378.0,1937.0,2781.0,70.0,2.0,0.0,35.0,1528.0
2024-04-25 03:45:00+03:00,535.0,297.0,281.0,0.0,377.0,1943.0,2782.0,70.0,2.0,0.0,35.0,1460.0
2024-04-25 04:00:00+03:00,533.0,296.0,281.0,0.0,382.0,1964.0,2781.0,70.0,2.0,0.0,35.0,1392.0
2024-04-25 04:15:00+03:00,535.0,296.0,280.0,0.0,381.0,1943.0,2780.0,70.0,2.0,0.0,35.0,1329.0
2024-04-25 04:30:00+03:00,532.0,290.0,281.0,0.0,381.0,1960.0,2781.0,73.0,2.0,0.0,35.0,1273.0
2024-04-25 04:45:00+03:00,532.0,286.0,283.0,0.0,381.0,1945.0,2782.0,73.0,2.0,0.0,35.0,1206.0
2024-04-25 05:00:00+03:00,536.0,289.0,283.0,0.0,379.0,2002.0,2781.0,73.0,2.0,6.0,35.0,1181.0
2024-04-25 05:15:00+03:00,539.0,288.0,282.0,0.0,379.0,2036.0,2782.0,72.0,2.0,18.0,35.0,1207.0
2024-04-25 05:30:00+03:00,532.0,289.0,282.0,0.0,380.0,2053.0,2781.0,72.0,2.0,30.0,35.0,1197.0
2024-04-25 05:45:00+03:00,535.0,290.0,280.0,0.0,383.0,2052.0,2782.0,72.0,2.0,42.0,35.0,1175.0
2024-04-25 06:00:00+03:00,542.0,299.0,279.0,0.0,394.0,2036.0,2779.0,72.0,2.0,53.0,35.0,1121.0
2024-04-25 06:15:00+03:00,538.0,316.0,278.0,0.0,402.0,2059.0,2781.0,72.0,2.0,63.0,35.0,1041.0
2024-04-25 06:30:00+03:00,535.0,310.0,278.0,0.0,406.0,2074.0,2780.0,72.0,2.0,73.0,35.0,986.0
2024-04-25 06:45:00+03:00,532.0,340.0,284.0,0.0,414.0,2080.0,2781.0,72.0,2.0,83.0,35.0,946.0
2024-04-25 07:00:00+03:00,539.0,354.0,287.0,0.0,429.0,2170.0,2781.0,72.0,2.0,96.0,35.0,952.0
2024-04-25 07:15:00+03:00,533.0,354.0,288.0,0.0,456.0,2306.0,2781.0,72.0,2.0,112.0,35.0,949.0
2024-04-25 07:30:00+03:00,539.0,352.0,288.0,0.0,489.0,2342.0,2781.0,78.0,2.0,127.0,35.0,940.0
2024-04-25 07:45:00+03:00,536.0,363.0,288.0,0.0,517.0,2330.0,2780.0,77.0,2.0,143.0,35.0,895.0
2024-04-25 08:00:00+03:00,528.0,381.0,290.0,0.0,528.0,2319.0,2781.0,73.0,2.0,169.0,35.0,869.0
2024-04-25 08:15:00+03:00,530.0,386.0,289.0,0.0,530.0,2331.0,2781.0,68.0,2.0,206.0,35.0,810.0
2024-04-25 08:30:00+03:00,531.0,384.0,287.0,0.0,530.0,2355.0,2780.0,67.0,2.0,244.0,35.0,780.0
2024-04-25 08:45:00+03:00,518.0,378.0,286.0,0.0,530.0,2346.0,2781.0,67.0,2.0,281.0,33.0,706.0
2024-04-25 09:00:00+03:00,518.0,371.0,284.0,67.0,522.0,2315.0,2778.0,68.0,2.0,310.0,33.0,644.0
2024-04-25 09:15:00+03:00,517.0,365.0,284.0,94.0,524.0,2268.0,2779.0,70.0,2.0,329.0,33.0,632.0
2024-04-25 09:30:00+03:00,518.0,364.0,283.0,37.0,523.0,2253.0,2777.0,70.0,2.0,349.0,32.0,615.0
2024-04-25 09:45:00+03:00,511.0,368.0,292.0,0.0,521.0,2279.0,2778.0,73.0,2.0,368.0,30.0,593.0
2024-04-25 10:00:00+03:00,509.0,359.0,290.0,8.0,509.0,2306.0,2778.0,73.0,2.0,384.0,33.0,581.0
2024-04-25 10:15:00+03:00,509.0,355.0,288.0,36.0,504.0,2300.0,2778.0,73.0,2.0,397.0,33.0,576.0
2024-04-25 10:30:00+03:00,517.0,355.0,287.0,7.0,493.0,2236.0,2777.0,76.0,2.0,409.0,33.0,618.0
2024-04-25 10:45:00+03:00,508.0,342.0,286.0,1.0,456.0,2214.0,2776.0,77.0,2.0,422.0,34.0,653.0
2024-04-25 11:00:00+03:00,513.0,334.0,290.0,0.0,421.0,2245.0,2773.0,74.0,2.0,430.0,35.0,716.0
2024-04-25 11:15:00+03:00,532.0,331.0,288.0,0.0,408.0,2219.0,2770.0,74.0,2.0,435.0,36.0,754.0
2024-04-25 11:30:00+03:00,540.0,329.0,287.0,0.0,404.0,2197.0,2772.0,74.0,2.0,440.0,36.0,811.0
2024-04-25 11:45:00+03:00,531.0,329.0,286.0,0.0,402.0,2235.0,2774.0,77.0,2.0,444.0,33.0,857.0
2024-04-25 12:00:00+03:00,526.0,331.0,283.0,0.0,386.0,2219.0,2773.0,77.0,2.0,431.0,30.0,877.0
2024-04-25 12:15:00+03:00,528.0,329.0,282.0,0.0,379.0,2219.0,2774.0,77.0,2.0,400.0,27.0,934.0
2024-04-25 12:30:00+03:00,536.0,323.0,281.0,0.0,378.0,2094.0,2777.0,77.0,2.0,369.0,26.0,949.0
2024-04-25 12:45:00+03:00,529.0,320.0,282.0,0.0,373.0,2079.0,2779.0,80.0,2.0,338.0,26.0,992.0
2024-04-25 13:00:00+03:00,531.0,317.0,287.0,0.0,370.0,2088.0,2781.0,80.0,2.0,317.0,27.0,1015.0
2024-04-25 13:15:00+03:00,536.0,327.0,283.0,0.0,360.0,2065.0,2779.0,80.0,2.0,306.0,32.0,1037.0
2024-04-25 13:30:00+03:00,540.0,327.0,278.0,0.0,350.0,2025.0,2778.0,80.0,2.0,295.0,35.0,1035.0
2024-04-25 13:45:00+03:00,543.0,321.0,275.0,0.0,347.0,2018.0,2778.0,80.0,2.0,283.0,36.0,1049.0
2024-04-25 14:00:00+03:00,553.0,318.0,274.0,0.0,344.0,2046.0,2777.0,78.0,2.0,282.0,34.0,1055.0
2024-04-25 14:15:00+03:00,551.0,316.0,274.0,11.0,342.0,2066.0,2778.0,62.0,2.0,291.0,35.0,1074.0
2024-04-25 14:30:00+03:00,545.0,325.0,272.0,0.0,344.0,2026.0,2779.0,60.0,2.0,299.0,34.0,1099.0
2024-04-25 14:45:00+03:00,548.0,325.0,274.0,0.0,347.0,1964.0,2776.0,62.0,2.0,307.0,33.0,1128.0
2024-04-25 15:00:00+03:00,544.0,318.0,276.0,0.0,349.0,1970.0,2775.0,63.0,2.0,304.0,33.0,1155.0
2024-04-25 15:15:00+03:00,547.0,314.0,274.0,0.0,350.0,1973.0,2776.0,64.0,2.0,289.0,34.0,1164.0
2024-04-25 15:30:00+03:00,541.0,309.0,272.0,0.0,352.0,1966.0,2777.0,66.0,2.0,273.0,36.0,1249.0
2024-04-25 15:45:00+03:00,545.0,300.0,260.0,8.0,354.0,1984.0,2776.0,66.0,2.0,258.0,36.0,1309.0
2024-04-25 16:00:00+03:00,546.0,301.0,256.0,2.0,353.0,1939.0,2774.0,66.0,2.0,243.0,36.0,1386.0
2024-04-25 16:15:00+03:00,536.0,300.0,261.0,0.0,351.0,1892.0,2779.0,66.0,2.0,229.0,33.0,1461.0
2024-04-25 16:30:00+03:00,539.0,296.0,270.0,0.0,349.0,1821.0,2779.0,66.0,2.0,216.0,27.0,1545.0
2024-04-25 16:45:00+03:00,534.0,296.0,279.0,0.0,353.0,1890.0,2777.0,66.0,2.0,202.0,25.0,1612.0
2024-04-25 17:00:00+03:00,536.0,299.0,279.0,0.0,352.0,2084.0,2778.0,63.0,2.0,187.0,25.0,1638.0
2024-04-25 17:15:00+03:00,541.0,306.0,278.0,0.0,353.0,2136.0,2779.0,63.0,2.0,171.0,26.0,1692.0
2024-04-25 17:30:00+03:00,540.0,305.0,279.0,0.0,351.0,2101.0,2778.0,65.0,2.0,155.0,31.0,1714.0
2024-04-25 17:45:00+03:00,538.0,308.0,280.0,0.0,352.0,2079.0,2777.0,68.0,2.0,139.0,32.0,1718.0
2024-04-25 18:00:00+03:00,543.0,297.0,283.0,0.0,354.0,2158.0,2778.0,69.0,2.0,120.0,32.0,1759.0
2024-04-25 18:15:00+03:00,556.0,276.0,285.0,0.0,357.0,2233.0,2778.0,69.0,2.0,99.0,32.0,1865.0
2024-04-25 18:30:00+03:00,550.0,278.0,281.0,0.0,358.0,2225.0,2779.0,69.0,2.0,77.0,32.0,1949.0
2024-04-25 18:45:00+03:00,560.0,277.0,290.0,0.0,359.0,2252.0,2780.0,77.0,2.0,55.0,33.0,1859.0
2024-04-25 19:00:00+03:00,552.0,277.0,292.0,0.0,363.0,2195.0,2778.0,80.0,2.0,39.0,34.0,1676.0
2024-04-25 19:15:00+03:00,548.0,285.0,291.0,0.0,372.0,2261.0,2777.0,80.0,2.0,29.0,33.0,1551.0
2024-04-25 19:30:00+03:00,551.0,293.0,292.0,0.0,375.0,2285.0,2776.0,79.0,2.0,18.0,32.0,1477.0
2024-04-25 19:45:00+03:00,541.0,271.0,292.0,0.0,379.0,2318.0,2778.0,72.0,2.0,8.0,33.0,1476.0
2024-04-25 20:00:00+03:00,549.0,275.0,298.0,0.0,383.0,2355.0,2778.0,65.0,2.0,2.0,31.0,1518.0
2024-04-25 20:15:00+03:00,553.0,277.0,299.0,0.0,386.0,2409.0,2778.0,65.0,2.0,2.0,27.0,1582.0
2024-04-25 20:30:00+03:00,555.0,280.0,297.0,0.0,387.0,2386.0,2777.0,65.0,2.0,1.0,27.0,1573.0
2024-04-25 20:45:00+03:00,552.0,278.0,297.0,0.0,384.0,2337.0,2777.0,65.0,2.0,0.0,27.0,1592.0
2024-04-25 21:00:00+03:00,563.0,280.0,296.0,0.0,386.0,2290.0,2777.0,65.0,2.0,0.0,21.0,1648.0
2024-04-25 21:15:00+03:00,552.0,282.0,296.0,0.0,385.0,2287.0,2777.0,65.0,2.0,0.0,18.0,1712.0
2024-04-25 21:30:00+03:00,543.0,278.0,299.0,0.0,385.0,2247.0,2776.0,65.0,2.0,0.0,18.0,1853.0
