,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2024-02-05 11:00:00+01:00,650.0,237.0,419.0,63.0,234.0,99.0,1468.0,552.0
2024-02-05 12:00:00+01:00,672.0,231.0,329.0,59.0,216.0,100.0,1858.0,588.0
2024-02-05 13:00:00+01:00,754.0,275.0,305.0,59.0,174.0,96.0,1702.0,867.0
2024-02-05 14:00:00+01:00,754.0,322.0,351.0,65.0,110.0,100.0,1357.0,1187.0
2024-02-05 15:00:00+01:00,781.0,364.0,446.0,76.0,49.0,109.0,1373.0,1366.0
2024-02-05 16:00:00+01:00,761.0,426.0,551.0,84.0,7.0,111.0,1311.0,1596.0
2024-02-05 17:00:00+01:00,730.0,435.0,630.0,85.0,0.0,113.0,1295.0,1746.0
2024-02-05 18:00:00+01:00,724.0,437.0,629.0,86.0,0.0,112.0,1278.0,1884.0
2024-02-05 19:00:00+01:00,757.0,434.0,620.0,84.0,0.0,113.0,1374.0,1972.0
2024-02-05 20:00:00+01:00,739.0,419.0,597.0,83.0,0.0,112.0,1637.0,2005.0
2024-02-05 21:00:00+01:00,749.0,386.0,446.0,78.0,0.0,110.0,1835.0,2041.0
2024-02-05 22:00:00+01:00,699.0,266.0,411.0,76.0,0.0,110.0,1868.0,2152.0
2024-02-05 23:00:00+01:00,604.0,249.0,403.0,75.0,0.0,109.0,1882.0,2233.0
2024-02-06 00:00:00+01:00,549.0,234.0,399.0,67.0,0.0,71.0,1904.0,2267.0
2024-02-06 01:00:00+01:00,555.0,203.0,387.0,61.0,0.0,65.0,1927.0,2294.0
2024-02-06 02:00:00+01:00,620.0,202.0,387.0,61.0,0.0,65.0,1980.0,2331.0
2024-02-06 03:00:00+01:00,599.0,201.0,390.0,62.0,0.0,66.0,1981.0,2364.0
2024-02-06 04:00:00+01:00,525.0,199.0,395.0,63.0,0.0,76.0,2093.0,2408.0
2024-02-06 05:00:00+01:00,497.0,200.0,393.0,63.0,0.0,80.0,2165.0,2482.0
2024-02-06 06:00:00+01:00,619.0,250.0,457.0,69.0,0.0,109.0,2202.0,2605.0
2024-02-06 07:00:00+01:00,793.0,376.0,615.0,73.0,0.0,108.0,2201.0,2568.0
2024-02-06 08:00:00+01:00,831.0,418.0,621.0,78.0,3.0,98.0,2196.0,2609.0
2024-02-06 09:00:00+01:00,856.0,384.0,476.0,75.0,35.0,93.0,2117.0,2558.0
2024-02-06 10:00:00+01:00,779.0,376.0,426.0,69.0,82.0,76.0,2035.0,2548.0
2024-02-06 11:00:00+01:00,748.0,380.0,419.0,70.0,118.0,74.0,1953.0,2628.0
2024-02-06 12:00:00+01:00,719.0,375.0,383.0,69.0,156.0,86.0,1977.0,2773.0
2024-02-06 13:00:00+01:00,655.0,329.0,356.0,69.0,181.0,87.0,2136.0,2816.0
2024-02-06 14:00:00+01:00,711.0,317.0,319.0,69.0,199.0,88.0,2150.0,2828.0
2024-02-06 15:00:00+01:00,609.0,320.0,311.0,68.0,142.0,87.0,2127.0,2858.0
2024-02-06 16:00:00+01:00,464.0,340.0,330.0,70.0,26.0,103.0,2229.0,2874.0
2024-02-06 17:00:00+01:00,554.0,359.0,426.0,70.0,0.0,103.0,2173.0,2652.0
2024-02-06 18:00:00+01:00,585.0,360.0,428.0,70.0,0.0,104.0,2266.0,2380.0
2024-02-06 19:00:00+01:00,630.0,351.0,368.0,69.0,0.0,102.0,2280.0,2298.0
2024-02-06 20:00:00+01:00,689.0,334.0,365.0,67.0,0.0,85.0,2238.0,2363.0
2024-02-06 21:00:00+01:00,748.0,313.0,366.0,66.0,0.0,82.0,2174.0,2414.0
2024-02-06 22:00:00+01:00,684.0,293.0,365.0,67.0,0.0,82.0,2110.0,2482.0
2024-02-06 23:00:00+01:00,657.0,215.0,357.0,65.0,0.0,82.0,2151.0,2572.0
2024-02-07 00:00:00+01:00,651.0,205.0,348.0,64.0,0.0,96.0,2263.0,2425.0
2024-02-07 01:00:00+01:00,611.0,188.0,330.0,60.0,0.0,96.0,2258.0,2363.0
2024-02-07 02:00:00+01:00,613.0,204.0,337.0,61.0,0.0,99.0,2176.0,2282.0
2024-02-07 03:00:00+01:00,734.0,239.0,394.0,62.0,0.0,99.0,2003.0,2042.0
2024-02-07 04:00:00+01:00,709.0,235.0,472.0,66.0,0.0,100.0,2036.0,1921.0
2024-02-07 05:00:00+01:00,746.0,223.0,472.0,66.0,0.0,100.0,2078.0,1953.0
2024-02-07 06:00:00+01:00,731.0,243.0,513.0,67.0,0.0,99.0,2108.0,2051.0
2024-02-07 07:00:00+01:00,823.0,324.0,814.0,69.0,0.0,105.0,2035.0,1840.0
2024-02-07 08:00:00+01:00,841.0,434.0,866.0,68.0,43.0,105.0,1906.0,1550.0
2024-02-07 09:00:00+01:00,843.0,446.0,821.0,68.0,297.0,105.0,1752.0,1403.0
2024-02-07 10:00:00+01:00,840.0,441.0,765.0,67.0,657.0,102.0,1494.0,1370.0
2024-02-07 11:00:00+01:00,852.0,439.0,647.0,61.0,970.0,99.0,1500.0,1427.0
2024-02-07 12:00:00+01:00,853.0,409.0,654.0,51.0,1118.0,88.0,1338.0,1458.0
2024-02-07 13:00:00+01:00,849.0,407.0,862.0,51.0,1087.0,83.0,1126.0,1272.0
2024-02-07 14:00:00+01:00,856.0,437.0,790.0,57.0,1038.0,104.0,1299.0,910.0
2024-02-07 15:00:00+01:00,904.0,492.0,974.0,64.0,583.0,113.0,1114.0,624.0
2024-02-07 16:00:00+01:00,982.0,539.0,1219.0,71.0,132.0,113.0,967.0,365.0
2024-02-07 17:00:00+01:00,1040.0,569.0,1172.0,75.0,1.0,112.0,971.0,425.0
2024-02-07 18:00:00+01:00,1057.0,584.0,1173.0,76.0,0.0,112.0,1093.0,725.0
2024-02-07 19:00:00+01:00,1019.0,554.0,1142.0,76.0,0.0,114.0,1106.0,1076.0
2024-02-07 20:00:00+01:00,1004.0,552.0,1154.0,75.0,0.0,117.0,981.0,1311.0
2024-02-07 21:00:00+01:00,898.0,510.0,1094.0,73.0,0.0,114.0,992.0,1301.0
2024-02-07 22:00:00+01:00,905.0,460.0,885.0,73.0,0.0,117.0,1367.0,1348.0
2024-02-07 23:00:00+01:00,905.0,437.0,736.0,72.0,0.0,117.0,1445.0,1665.0
2024-02-08 00:00:00+01:00,909.0,397.0,704.0,69.0,0.0,114.0,1534.0,1859.0
2024-02-08 01:00:00+01:00,899.0,400.0,649.0,69.0,0.0,116.0,1817.0,1885.0
2024-02-08 02:00:00+01:00,895.0,408.0,628.0,69.0,0.0,114.0,1964.0,1730.0
2024-02-08 03:00:00+01:00,902.0,373.0,655.0,63.0,0.0,97.0,1702.0,1399.0
2024-02-08 04:00:00+01:00,895.0,385.0,607.0,61.0,0.0,114.0,1767.0,1091.0
2024-02-08 05:00:00+01:00,860.0,392.0,612.0,60.0,0.0,116.0,1789.0,872.0
2024-02-08 06:00:00+01:00,874.0,453.0,762.0,63.0,0.0,118.0,1627.0,685.0
2024-02-08 07:00:00+01:00,931.0,540.0,990.0,63.0,0.0,117.0,1511.0,554.0
2024-02-08 08:00:00+01:00,998.0,548.0,1078.0,66.0,53.0,115.0,1236.0,401.0
2024-02-08 09:00:00+01:00,983.0,548.0,1101.0,69.0,238.0,118.0,906.0,320.0
2024-02-08 10:00:00+01:00,964.0,558.0,1058.0,72.0,499.0,122.0,642.0,286.0
2024-02-08 11:00:00+01:00,905.0,513.0,991.0,75.0,778.0,122.0,479.0,236.0
2024-02-08 12:00:00+01:00,869.0,455.0,858.0,75.0,1045.0,120.0,361.0,232.0
2024-02-08 13:00:00+01:00,858.0,486.0,838.0,70.0,958.0,119.0,269.0,185.0
2024-02-08 14:00:00+01:00,814.0,471.0,965.0,66.0,783.0,116.0,132.0,135.0
2024-02-08 15:00:00+01:00,836.0,497.0,1094.0,67.0,358.0,117.0,75.0,84.0
2024-02-08 16:00:00+01:00,869.0,525.0,1026.0,68.0,87.0,118.0,44.0,56.0
2024-02-08 17:00:00+01:00,982.0,554.0,1126.0,74.0,1.0,119.0,23.0,67.0
2024-02-08 18:00:00+01:00,983.0,520.0,1089.0,74.0,0.0,120.0,43.0,94.0
2024-02-08 19:00:00+01:00,889.0,525.0,983.0,74.0,0.0,119.0,88.0,117.0
2024-02-08 20:00:00+01:00,858.0,504.0,926.0,78.0,0.0,122.0,137.0,164.0
2024-02-08 21:00:00+01:00,885.0,487.0,848.0,78.0,0.0,122.0,183.0,275.0
2024-02-08 22:00:00+01:00,865.0,448.0,810.0,79.0,0.0,121.0,307.0,446.0
2024-02-08 23:00:00+01:00,811.0,440.0,676.0,81.0,0.0,124.0,505.0,636.0
2024-02-09 00:00:00+01:00,680.0,336.0,706.0,81.0,0.0,125.0,749.0,752.0
2024-02-09 01:00:00+01:00,511.0,323.0,644.0,80.0,0.0,123.0,1135.0,1023.0
2024-02-09 02:00:00+01:00,480.0,306.0,618.0,80.0,0.0,102.0,1494.0,1486.0
2024-02-09 03:00:00+01:00,414.0,251.0,642.0,74.0,0.0,102.0,1809.0,1788.0
2024-02-09 04:00:00+01:00,509.0,251.0,624.0,70.0,0.0,108.0,2033.0,2198.0
2024-02-09 05:00:00+01:00,605.0,249.0,627.0,69.0,0.0,102.0,2230.0,2593.0
2024-02-09 06:00:00+01:00,768.0,357.0,703.0,71.0,0.0,95.0,2289.0,2810.0
2024-02-09 07:00:00+01:00,823.0,428.0,902.0,76.0,0.0,115.0,2302.0,3056.0
2024-02-09 08:00:00+01:00,808.0,450.0,1018.0,86.0,9.0,126.0,2301.0,3214.0
2024-02-09 09:00:00+01:00,777.0,450.0,1061.0,88.0,53.0,125.0,2301.0,3342.0
2024-02-09 10:00:00+01:00,807.0,452.0,900.0,88.0,110.0,127.0,2294.0,3477.0
2024-02-09 11:00:00+01:00,820.0,455.0,936.0,87.0,171.0,124.0,2298.0,3558.0
2024-02-09 12:00:00+01:00,822.0,447.0,905.0,86.0,188.0,121.0,2270.0,3637.0
2024-02-09 13:00:00+01:00,823.0,457.0,889.0,85.0,170.0,121.0,2273.0,3699.0
2024-02-09 14:00:00+01:00,820.0,467.0,1004.0,85.0,142.0,125.0,2263.0,3728.0
2024-02-09 15:00:00+01:00,822.0,480.0,941.0,86.0,83.0,124.0,2260.0,3756.0
2024-02-09 16:00:00+01:00,822.0,494.0,974.0,87.0,23.0,125.0,2264.0,3740.0
2024-02-09 17:00:00+01:00,811.0,511.0,978.0,87.0,0.0,127.0,2251.0,3734.0
2024-02-09 18:00:00+01:00,812.0,527.0,934.0,87.0,0.0,127.0,2226.0,3761.0
2024-02-09 19:00:00+01:00,732.0,501.0,874.0,87.0,0.0,128.0,2237.0,3768.0
2024-02-09 20:00:00+01:00,644.0,481.0,808.0,85.0,0.0,127.0,2222.0,3723.0
2024-02-09 21:00:00+01:00,640.0,463.0,762.0,83.0,0.0,127.0,2200.0,3665.0
2024-02-09 22:00:00+01:00,647.0,444.0,742.0,83.0,0.0,128.0,2163.0,3613.0
2024-02-09 23:00:00+01:00,663.0,435.0,660.0,82.0,0.0,126.0,2138.0,3560.0
2024-02-10 00:00:00+01:00,661.0,334.0,593.0,81.0,0.0,110.0,2128.0,3523.0
2024-02-10 01:00:00+01:00,575.0,304.0,539.0,78.0,0.0,108.0,2160.0,3500.0
2024-02-10 02:00:00+01:00,553.0,288.0,549.0,78.0,0.0,107.0,2012.0,3466.0
2024-02-10 03:00:00+01:00,561.0,289.0,545.0,78.0,0.0,109.0,2120.0,3445.0
2024-02-10 04:00:00+01:00,568.0,295.0,540.0,78.0,0.0,108.0,2169.0,3445.0
2024-02-10 05:00:00+01:00,653.0,315.0,577.0,78.0,0.0,106.0,2156.0,3470.0
2024-02-10 06:00:00+01:00,643.0,407.0,587.0,79.0,0.0,107.0,2167.0,3478.0
2024-02-10 07:00:00+01:00,649.0,424.0,593.0,80.0,0.0,107.0,2237.0,3482.0
2024-02-10 08:00:00+01:00,656.0,425.0,610.0,80.0,9.0,106.0,2273.0,3467.0
2024-02-10 09:00:00+01:00,610.0,436.0,746.0,81.0,54.0,106.0,2268.0,3401.0
2024-02-10 10:00:00+01:00,600.0,432.0,712.0,81.0,112.0,99.0,2217.0,3367.0
2024-02-10 11:00:00+01:00,598.0,437.0,707.0,81.0,147.0,93.0,2204.0,3270.0
2024-02-10 12:00:00+01:00,583.0,419.0,704.0,79.0,187.0,103.0,2202.0,3117.0
2024-02-10 13:00:00+01:00,575.0,397.0,698.0,79.0,199.0,104.0,2188.0,3064.0
2024-02-10 14:00:00+01:00,592.0,400.0,744.0,80.0,141.0,105.0,2213.0,3035.0
2024-02-10 15:00:00+01:00,595.0,406.0,863.0,80.0,75.0,104.0,2226.0,3041.0
2024-02-10 16:00:00+01:00,570.0,471.0,972.0,80.0,14.0,94.0,2220.0,3020.0
2024-02-10 17:00:00+01:00,584.0,484.0,1064.0,80.0,0.0,105.0,2204.0,2997.0
2024-02-10 18:00:00+01:00,586.0,488.0,1070.0,81.0,0.0,106.0,2171.0,3016.0
2024-02-10 19:00:00+01:00,588.0,453.0,1006.0,80.0,0.0,106.0,2219.0,3011.0
2024-02-10 20:00:00+01:00,589.0,403.0,950.0,79.0,0.0,105.0,2226.0,2940.0
2024-02-10 21:00:00+01:00,587.0,373.0,891.0,78.0,0.0,105.0,2182.0,2894.0
2024-02-10 22:00:00+01:00,578.0,364.0,827.0,77.0,0.0,105.0,2238.0,2849.0
2024-02-10 23:00:00+01:00,547.0,358.0,892.0,76.0,0.0,104.0,2236.0,2762.0
2024-02-11 00:00:00+01:00,559.0,260.0,822.0,75.0,0.0,83.0,2227.0,2790.0
2024-02-11 01:00:00+01:00,574.0,238.0,826.0,73.0,0.0,82.0,2228.0,2827.0
2024-02-11 02:00:00+01:00,548.0,240.0,731.0,74.0,0.0,84.0,2228.0,2826.0
2024-02-11 03:00:00+01:00,466.0,235.0,611.0,73.0,0.0,77.0,2233.0,2835.0
2024-02-11 04:00:00+01:00,403.0,243.0,602.0,72.0,0.0,76.0,2210.0,2933.0
2024-02-11 05:00:00+01:00,421.0,244.0,606.0,72.0,0.0,75.0,2205.0,2961.0
2024-02-11 06:00:00+01:00,510.0,250.0,638.0,75.0,0.0,83.0,2168.0,2949.0
2024-02-11 07:00:00+01:00,577.0,250.0,795.0,77.0,0.0,83.0,2188.0,3022.0
2024-02-11 08:00:00+01:00,589.0,251.0,855.0,77.0,7.0,91.0,2239.0,3144.0
2024-02-11 09:00:00+01:00,585.0,283.0,863.0,77.0,45.0,103.0,2239.0,3209.0
2024-02-11 10:00:00+01:00,587.0,304.0,815.0,78.0,104.0,105.0,2250.0,3251.0
2024-02-11 11:00:00+01:00,585.0,336.0,842.0,77.0,143.0,105.0,2254.0,3226.0
2024-02-11 12:00:00+01:00,583.0,421.0,827.0,78.0,161.0,105.0,2215.0,3183.0
2024-02-11 13:00:00+01:00,554.0,427.0,854.0,78.0,145.0,104.0,2213.0,3092.0
2024-02-11 14:00:00+01:00,550.0,418.0,854.0,79.0,98.0,105.0,2209.0,3016.0
2024-02-11 15:00:00+01:00,552.0,419.0,830.0,81.0,47.0,105.0,2209.0,2969.0
2024-02-11 16:00:00+01:00,570.0,427.0,917.0,82.0,9.0,104.0,2219.0,2896.0
2024-02-11 17:00:00+01:00,561.0,433.0,946.0,80.0,0.0,104.0,2186.0,2805.0
2024-02-11 18:00:00+01:00,537.0,444.0,974.0,80.0,0.0,104.0,2178.0,2573.0
2024-02-11 19:00:00+01:00,537.0,443.0,979.0,79.0,0.0,103.0,2138.0,2344.0
2024-02-11 20:00:00+01:00,548.0,443.0,940.0,78.0,0.0,104.0,2077.0,2115.0
2024-02-11 21:00:00+01:00,581.0,430.0,888.0,76.0,0.0,103.0,1958.0,1902.0
2024-02-11 22:00:00+01:00,663.0,409.0,885.0,74.0,0.0,102.0,1803.0,1635.0
2024-02-11 23:00:00+01:00,760.0,386.0,733.0,73.0,0.0,101.0,1699.0,1368.0
2024-02-12 00:00:00+01:00,852.0,360.0,582.0,73.0,0.0,98.0,1656.0,1176.0
2024-02-12 01:00:00+01:00,845.0,354.0,552.0,65.0,0.0,98.0,1534.0,1003.0
2024-02-12 02:00:00+01:00,783.0,342.0,584.0,61.0,0.0,97.0,1422.0,888.0
2024-02-12 03:00:00+01:00,715.0,333.0,558.0,60.0,0.0,97.0,1363.0,804.0
2024-02-12 04:00:00+01:00,805.0,331.0,600.0,60.0,0.0,97.0,1280.0,710.0
2024-02-12 05:00:00+01:00,840.0,378.0,624.0,63.0,0.0,116.0,1108.0,623.0
2024-02-12 06:00:00+01:00,890.0,429.0,910.0,67.0,0.0,115.0,952.0,559.0
2024-02-12 07:00:00+01:00,921.0,549.0,1121.0,76.0,0.0,122.0,746.0,494.0
2024-02-12 08:00:00+01:00,968.0,556.0,1106.0,79.0,17.0,122.0,734.0,425.0
2024-02-12 09:00:00+01:00,925.0,536.0,1132.0,74.0,76.0,119.0,515.0,317.0
2024-02-12 10:00:00+01:00,945.0,505.0,1050.0,70.0,178.0,114.0,328.0,247.0
2024-02-12 11:00:00+01:00,933.0,475.0,933.0,65.0,281.0,114.0,313.0,186.0
2024-02-12 12:00:00+01:00,935.0,455.0,775.0,67.0,317.0,114.0,303.0,154.0
2024-02-12 13:00:00+01:00,938.0,489.0,793.0,76.0,298.0,118.0,419.0,144.0
2024-02-12 14:00:00+01:00,932.0,469.0,767.0,77.0,258.0,119.0,427.0,178.0
2024-02-12 15:00:00+01:00,954.0,485.0,839.0,81.0,172.0,119.0,461.0,219.0
2024-02-12 16:00:00+01:00,961.0,516.0,1034.0,79.0,70.0,119.0,377.0,254.0
2024-02-12 17:00:00+01:00,974.0,574.0,1090.0,81.0,5.0,120.0,326.0,296.0
2024-02-12 18:00:00+01:00,981.0,566.0,1116.0,83.0,0.0,121.0,327.0,379.0
2024-02-12 19:00:00+01:00,996.0,548.0,1009.0,82.0,0.0,119.0,467.0,434.0
2024-02-12 20:00:00+01:00,962.0,510.0,897.0,80.0,0.0,117.0,557.0,507.0
2024-02-12 21:00:00+01:00,979.0,458.0,841.0,77.0,0.0,116.0,599.0,546.0
2024-02-12 22:00:00+01:00,898.0,397.0,829.0,79.0,0.0,116.0,755.0,586.0
2024-02-12 23:00:00+01:00,848.0,364.0,873.0,78.0,0.0,116.0,903.0,592.0
2024-02-13 00:00:00+01:00,864.0,317.0,786.0,74.0,0.0,102.0,1102.0,548.0
2024-02-13 01:00:00+01:00,829.0,330.0,686.0,74.0,0.0,93.0,1132.0,537.0
2024-02-13 02:00:00+01:00,903.0,389.0,854.0,77.0,0.0,94.0,1100.0,518.0
2024-02-13 03:00:00+01:00,970.0,379.0,813.0,78.0,0.0,97.0,1214.0,617.0
2024-02-13 04:00:00+01:00,900.0,339.0,687.0,78.0,0.0,96.0,1221.0,763.0
2024-02-13 05:00:00+01:00,842.0,300.0,673.0,81.0,0.0,106.0,1179.0,889.0
2024-02-13 06:00:00+01:00,809.0,347.0,713.0,85.0,0.0,119.0,1296.0,999.0
2024-02-13 07:00:00+01:00,886.0,405.0,911.0,88.0,1.0,120.0,1477.0,1253.0
2024-02-13 08:00:00+01:00,898.0,436.0,1062.0,88.0,60.0,121.0,1473.0,1392.0
2024-02-13 09:00:00+01:00,888.0,394.0,847.0,73.0,219.0,115.0,1511.0,1504.0
2024-02-13 10:00:00+01:00,886.0,354.0,769.0,71.0,506.0,110.0,1417.0,1573.0
2024-02-13 11:00:00+01:00,886.0,340.0,568.0,72.0,729.0,111.0,1680.0,1621.0
2024-02-13 12:00:00+01:00,815.0,294.0,527.0,71.0,831.0,112.0,1672.0,1791.0
2024-02-13 13:00:00+01:00,816.0,281.0,572.0,71.0,857.0,111.0,1445.0,1781.0
2024-02-13 14:00:00+01:00,891.0,290.0,594.0,72.0,795.0,114.0,1369.0,1630.0
2024-02-13 15:00:00+01:00,950.0,377.0,659.0,75.0,566.0,114.0,1299.0,1411.0
2024-02-13 16:00:00+01:00,959.0,435.0,871.0,78.0,197.0,99.0,1344.0,1288.0
2024-02-13 17:00:00+01:00,996.0,506.0,1006.0,80.0,6.0,99.0,1413.0,1245.0
2024-02-13 18:00:00+01:00,976.0,518.0,1006.0,78.0,0.0,113.0,1420.0,1215.0
2024-02-13 19:00:00+01:00,983.0,511.0,963.0,78.0,0.0,116.0,1403.0,1184.0
2024-02-13 20:00:00+01:00,966.0,488.0,878.0,77.0,0.0,115.0,1485.0,1161.0
2024-02-13 21:00:00+01:00,966.0,435.0,680.0,74.0,0.0,114.0,1355.0,1130.0
2024-02-13 22:00:00+01:00,931.0,371.0,663.0,73.0,0.0,114.0,1127.0,1078.0
2024-02-13 23:00:00+01:00,859.0,274.0,630.0,70.0,0.0,113.0,1126.0,1011.0
2024-02-14 00:00:00+01:00,781.0,230.0,526.0,64.0,0.0,108.0,1137.0,913.0
2024-02-14 01:00:00+01:00,656.0,225.0,525.0,58.0,0.0,101.0,987.0,744.0
2024-02-14 02:00:00+01:00,589.0,222.0,516.0,57.0,0.0,100.0,865.0,592.0
2024-02-14 03:00:00+01:00,600.0,219.0,515.0,57.0,0.0,100.0,797.0,457.0
2024-02-14 04:00:00+01:00,621.0,223.0,521.0,57.0,0.0,101.0,796.0,409.0
2024-02-14 05:00:00+01:00,706.0,266.0,532.0,60.0,0.0,112.0,735.0,386.0
2024-02-14 06:00:00+01:00,863.0,285.0,631.0,61.0,0.0,113.0,650.0,346.0
2024-02-14 07:00:00+01:00,965.0,344.0,797.0,64.0,0.0,114.0,555.0,309.0
2024-02-14 08:00:00+01:00,958.0,387.0,879.0,72.0,31.0,98.0,628.0,249.0
2024-02-14 09:00:00+01:00,920.0,360.0,647.0,74.0,146.0,107.0,640.0,209.0
2024-02-14 10:00:00+01:00,898.0,306.0,576.0,73.0,266.0,114.0,564.0,194.0
2024-02-14 11:00:00+01:00,897.0,306.0,582.0,74.0,327.0,113.0,456.0,159.0
2024-02-14 12:00:00+01:00,839.0,275.0,594.0,74.0,336.0,114.0,374.0,102.0
2024-02-14 13:00:00+01:00,832.0,261.0,598.0,73.0,294.0,100.0,323.0,78.0
2024-02-14 14:00:00+01:00,874.0,292.0,649.0,74.0,235.0,96.0,298.0,61.0
2024-02-14 15:00:00+01:00,934.0,347.0,695.0,75.0,139.0,105.0,305.0,60.0
2024-02-14 16:00:00+01:00,910.0,395.0,757.0,76.0,46.0,116.0,327.0,89.0
2024-02-14 17:00:00+01:00,886.0,443.0,904.0,78.0,2.0,117.0,356.0,146.0
2024-02-14 18:00:00+01:00,890.0,451.0,919.0,76.0,0.0,116.0,393.0,173.0
2024-02-14 19:00:00+01:00,875.0,449.0,947.0,77.0,0.0,116.0,350.0,202.0
2024-02-14 20:00:00+01:00,856.0,399.0,738.0,76.0,0.0,115.0,239.0,169.0
2024-02-14 21:00:00+01:00,868.0,356.0,564.0,74.0,0.0,115.0,191.0,192.0
2024-02-14 22:00:00+01:00,817.0,313.0,444.0,74.0,0.0,115.0,282.0,202.0
2024-02-14 23:00:00+01:00,731.0,281.0,439.0,72.0,0.0,115.0,402.0,194.0
2024-02-15 00:00:00+01:00,637.0,236.0,432.0,70.0,0.0,97.0,370.0,236.0
2024-02-15 01:00:00+01:00,620.0,233.0,414.0,70.0,0.0,97.0,392.0,259.0
2024-02-15 02:00:00+01:00,627.0,233.0,383.0,70.0,0.0,97.0,381.0,293.0
2024-02-15 03:00:00+01:00,637.0,234.0,389.0,69.0,0.0,98.0,423.0,295.0
2024-02-15 04:00:00+01:00,627.0,229.0,439.0,61.0,0.0,98.0,483.0,326.0
2024-02-15 05:00:00+01:00,725.0,261.0,463.0,61.0,0.0,98.0,469.0,339.0
2024-02-15 06:00:00+01:00,842.0,367.0,502.0,63.0,0.0,98.0,523.0,398.0
2024-02-15 07:00:00+01:00,892.0,406.0,613.0,66.0,0.0,100.0,528.0,467.0
2024-02-15 08:00:00+01:00,903.0,437.0,606.0,75.0,27.0,85.0,598.0,519.0
2024-02-15 09:00:00+01:00,884.0,446.0,579.0,77.0,108.0,98.0,594.0,531.0
2024-02-15 10:00:00+01:00,892.0,410.0,445.0,75.0,189.0,99.0,651.0,521.0
2024-02-15 11:00:00+01:00,887.0,356.0,412.0,75.0,255.0,99.0,667.0,476.0
2024-02-15 12:00:00+01:00,827.0,343.0,401.0,74.0,260.0,99.0,604.0,424.0
2024-02-15 13:00:00+01:00,834.0,334.0,401.0,72.0,256.0,104.0,739.0,417.0
2024-02-15 14:00:00+01:00,846.0,346.0,448.0,73.0,192.0,89.0,759.0,468.0
2024-02-15 15:00:00+01:00,819.0,401.0,539.0,75.0,113.0,84.0,779.0,528.0
2024-02-15 16:00:00+01:00,894.0,445.0,651.0,75.0,31.0,99.0,710.0,621.0
2024-02-15 17:00:00+01:00,928.0,466.0,648.0,76.0,0.0,103.0,929.0,706.0
2024-02-15 18:00:00+01:00,862.0,460.0,655.0,76.0,0.0,105.0,1301.0,879.0
2024-02-15 19:00:00+01:00,815.0,418.0,558.0,76.0,0.0,105.0,1645.0,1092.0
2024-02-15 20:00:00+01:00,709.0,373.0,467.0,72.0,0.0,101.0,1739.0,1359.0
2024-02-15 21:00:00+01:00,644.0,283.0,386.0,66.0,0.0,96.0,1728.0,1634.0
2024-02-15 22:00:00+01:00,645.0,242.0,313.0,64.0,0.0,96.0,1815.0,1666.0
2024-02-15 23:00:00+01:00,593.0,214.0,304.0,65.0,0.0,96.0,1896.0,1632.0
2024-02-16 00:00:00+01:00,576.0,175.0,261.0,61.0,0.0,97.0,1876.0,1622.0
2024-02-16 01:00:00+01:00,581.0,179.0,249.0,60.0,0.0,98.0,1799.0,1613.0
2024-02-16 02:00:00+01:00,556.0,173.0,252.0,60.0,0.0,98.0,1878.0,1572.0
2024-02-16 03:00:00+01:00,579.0,172.0,251.0,52.0,0.0,97.0,1833.0,1516.0
2024-02-16 04:00:00+01:00,577.0,177.0,261.0,54.0,0.0,98.0,1918.0,1590.0
2024-02-16 05:00:00+01:00,588.0,192.0,285.0,58.0,0.0,99.0,2055.0,1613.0
2024-02-16 06:00:00+01:00,638.0,259.0,299.0,61.0,0.0,99.0,2083.0,1680.0
2024-02-16 07:00:00+01:00,633.0,280.0,307.0,63.0,0.0,102.0,2089.0,1778.0
2024-02-16 08:00:00+01:00,757.0,283.0,309.0,63.0,68.0,101.0,2109.0,1819.0
2024-02-16 09:00:00+01:00,868.0,276.0,299.0,65.0,232.0,96.0,2071.0,1713.0
2024-02-16 10:00:00+01:00,730.0,251.0,279.0,66.0,343.0,94.0,2065.0,1584.0
2024-02-16 11:00:00+01:00,606.0,213.0,267.0,64.0,451.0,95.0,1917.0,1598.0
2024-02-16 12:00:00+01:00,536.0,205.0,269.0,64.0,469.0,85.0,1862.0,1667.0
2024-02-16 13:00:00+01:00,711.0,206.0,260.0,63.0,333.0,93.0,1762.0,1798.0
2024-02-16 14:00:00+01:00,640.0,238.0,273.0,63.0,183.0,97.0,1913.0,1548.0
2024-02-16 15:00:00+01:00,742.0,260.0,305.0,63.0,93.0,96.0,2035.0,1550.0
2024-02-16 16:00:00+01:00,804.0,272.0,301.0,59.0,54.0,96.0,2076.0,1597.0
2024-02-16 17:00:00+01:00,864.0,281.0,312.0,55.0,6.0,97.0,2156.0,2038.0
2024-02-16 18:00:00+01:00,795.0,279.0,319.0,57.0,0.0,100.0,2234.0,2608.0
2024-02-16 19:00:00+01:00,712.0,272.0,321.0,58.0,0.0,99.0,2275.0,2836.0
2024-02-16 20:00:00+01:00,705.0,296.0,294.0,57.0,0.0,100.0,2243.0,2906.0
2024-02-16 21:00:00+01:00,686.0,242.0,261.0,53.0,0.0,99.0,2260.0,3018.0
2024-02-16 22:00:00+01:00,558.0,206.0,251.0,51.0,0.0,98.0,2212.0,3171.0
